Date,User_ID,Session_Duration,Page_Views,Source,Medium,Campaign,Device_Category,Country,New_User,Conversions,Revenue
6/4/2023,5555,80,3,Social,Referral,,Tablet,UK,0,3,414
6/3/2023,5556,498,6,Social,Referral,Summer Sale,Desktop,Canada,1,2,190
6/26/2023,5557,294,6,Direct,Referral,Spring Promo,Desktop,Canada,0,1,138
6/21/2023,5558,574,5,Referral,Social Media,Summer Sale,Desktop,Germany,0,3,423
6/1/2023,5559,325,9,Direct,Organic Search,,Desktop,India,1,3,315
6/26/2023,5560,423,10,Referral,Direct,Spring Promo,Mobile,Canada,1,1,54
6/30/2023,5561,406,5,Social,Social Media,Summer Sale,Tablet,Canada,1,0,0
6/14/2023,5562,559,5,Direct,Organic Search,Winter Campaign,Mobile,France,1,0,0
6/19/2023,5563,128,8,Referral,Social Media,Spring Promo,Mobile,UK,1,1,140
6/22/2023,5564,82,5,Organic,Social Media,Winter Campaign,Mobile,Canada,1,2,162
6/20/2023,5565,129,3,Organic,Direct,Spring Promo,Desktop,USA,0,3,192
6/6/2023,5566,488,7,Social,Referral,Winter Campaign,Mobile,Australia,1,1,69
6/26/2023,5567,466,10,Social,Organic Search,Summer Sale,Desktop,Germany,0,2,274
6/11/2023,5568,211,10,Organic,Referral,Spring Promo,Desktop,Germany,1,1,93
6/16/2023,5569,330,3,Direct,Organic Search,,Mobile,France,0,2,136
6/23/2023,5570,253,9,Direct,Organic Search,Winter Campaign,Tablet,France,0,1,133
6/6/2023,5571,598,7,Organic,Direct,Winter Campaign,Tablet,Germany,1,2,144
6/14/2023,5572,440,9,Direct,Referral,Winter Campaign,Desktop,Germany,0,2,252
6/6/2023,5573,499,6,Organic,Social Media,Spring Promo,Mobile,Canada,1,3,297
6/14/2023,5574,369,8,Social,Direct,Spring Promo,Desktop,India,0,0,0
6/6/2023,5575,63,4,Direct,Social Media,Winter Campaign,Tablet,France,1,1,84
6/10/2023,5576,563,8,Organic,Organic Search,Winter Campaign,Mobile,Canada,1,1,131
6/11/2023,5577,164,6,Referral,Direct,Spring Promo,Tablet,USA,0,3,330
6/18/2023,5578,270,4,Direct,Direct,Winter Campaign,Tablet,Germany,0,3,228
6/22/2023,5579,358,8,Referral,Social Media,Winter Campaign,Desktop,France,0,1,117
6/6/2023,5580,81,9,Social,Referral,Summer Sale,Desktop,UK,1,3,162
6/27/2023,5581,496,8,Direct,Social Media,Winter Campaign,Mobile,France,0,1,100
6/21/2023,5582,170,7,Direct,Referral,,Mobile,USA,1,0,0
6/24/2023,5583,73,4,Direct,Referral,Spring Promo,Tablet,USA,0,3,387
6/14/2023,5584,580,6,Organic,Referral,Spring Promo,Mobile,USA,0,2,152
6/23/2023,5585,585,4,Direct,Direct,Summer Sale,Desktop,France,1,3,294
6/19/2023,5586,450,6,Direct,Referral,Summer Sale,Tablet,USA,0,2,244
6/22/2023,5587,202,8,Organic,Direct,,Desktop,Germany,0,0,0
6/10/2023,5588,156,1,Social,Direct,Spring Promo,Desktop,Germany,1,3,444
6/4/2023,5589,356,9,Social,Direct,Winter Campaign,Desktop,Germany,0,0,0
6/6/2023,5590,448,10,Social,Direct,Spring Promo,Tablet,USA,0,1,137
6/28/2023,5591,286,8,Direct,Social Media,Winter Campaign,Desktop,India,0,0,0
6/19/2023,5592,309,7,Referral,Organic Search,Winter Campaign,Tablet,Australia,0,1,70
6/28/2023,5593,577,6,Social,Direct,Spring Promo,Mobile,Canada,0,3,339
6/2/2023,5594,362,9,Direct,Referral,,Desktop,Germany,1,3,282
6/1/2023,5595,236,5,Social,Social Media,Summer Sale,Tablet,Canada,0,1,142
6/23/2023,5596,186,9,Social,Social Media,,Mobile,India,1,1,79
6/13/2023,5597,382,1,Organic,Organic Search,Spring Promo,Mobile,Canada,0,2,274
6/2/2023,5598,339,2,Direct,Referral,Winter Campaign,Mobile,Canada,1,3,276
6/5/2023,5599,314,6,Social,Direct,,Desktop,France,0,3,351
6/6/2023,5600,502,3,Organic,Direct,,Tablet,India,1,1,62
6/18/2023,5601,246,9,Referral,Referral,,Mobile,Canada,1,3,330
6/16/2023,5602,519,4,Social,Direct,Summer Sale,Desktop,UK,1,1,83
6/14/2023,5603,192,7,Direct,Organic Search,Winter Campaign,Desktop,Canada,0,1,108
6/18/2023,5604,251,4,Direct,Organic Search,Summer Sale,Desktop,Canada,1,3,225
6/27/2023,5605,191,1,Social,Social Media,Winter Campaign,Tablet,Australia,0,0,0
6/17/2023,5606,418,5,Direct,Social Media,Winter Campaign,Mobile,USA,0,2,176
6/27/2023,5607,491,3,Direct,Direct,Summer Sale,Desktop,France,0,1,107
6/6/2023,5608,446,2,Referral,Direct,Summer Sale,Tablet,Australia,0,3,204
6/17/2023,5609,540,10,Social,Direct,Winter Campaign,Tablet,Australia,1,3,189
6/9/2023,5610,563,3,Referral,Referral,Summer Sale,Mobile,Germany,1,3,192
6/21/2023,5611,540,1,Direct,Direct,Summer Sale,Tablet,Germany,0,2,110
6/5/2023,5612,202,7,Referral,Referral,Summer Sale,Mobile,India,1,1,102
6/2/2023,5613,164,1,Social,Social Media,Winter Campaign,Desktop,Canada,1,2,112
6/2/2023,5614,382,4,Referral,Social Media,Winter Campaign,Mobile,Australia,0,1,95
6/21/2023,5615,274,6,Direct,Organic Search,,Tablet,Australia,0,3,348
6/10/2023,5616,271,1,Direct,Referral,Winter Campaign,Desktop,USA,1,2,232
6/2/2023,5617,240,9,Referral,Referral,,Desktop,Australia,1,2,290
6/25/2023,5618,194,8,Referral,Referral,Spring Promo,Mobile,UK,0,3,255
6/4/2023,5619,500,8,Organic,Direct,Summer Sale,Mobile,Canada,0,3,444
6/16/2023,5620,579,5,Organic,Referral,Winter Campaign,Mobile,Canada,1,1,143
6/5/2023,5621,532,8,Social,Organic Search,Summer Sale,Tablet,Australia,0,2,266
6/2/2023,5622,212,2,Social,Direct,Summer Sale,Tablet,France,1,1,127
6/6/2023,5623,337,7,Social,Direct,Spring Promo,Mobile,UK,1,0,0
6/6/2023,5624,187,7,Direct,Direct,,Tablet,France,0,2,132
6/14/2023,5625,238,1,Social,Organic Search,Winter Campaign,Tablet,Australia,0,2,140
6/27/2023,5626,497,2,Direct,Social Media,Summer Sale,Mobile,USA,1,3,189
6/16/2023,5627,397,10,Social,Referral,,Desktop,Canada,0,0,0
6/28/2023,5628,358,2,Social,Social Media,Summer Sale,Tablet,USA,0,0,0
6/13/2023,5629,250,2,Organic,Social Media,Summer Sale,Desktop,India,1,1,56
6/27/2023,5630,420,1,Social,Direct,Winter Campaign,Tablet,India,0,0,0
6/22/2023,5631,273,5,Social,Organic Search,Spring Promo,Desktop,Canada,1,2,192
6/2/2023,5632,153,9,Referral,Organic Search,Summer Sale,Desktop,Canada,1,1,140
6/26/2023,5633,335,8,Social,Referral,Winter Campaign,Desktop,USA,0,3,438
6/21/2023,5634,310,8,Social,Direct,,Tablet,Germany,1,1,57
6/12/2023,5635,286,1,Referral,Social Media,Summer Sale,Mobile,Australia,1,2,248
6/9/2023,5636,208,4,Direct,Direct,Summer Sale,Tablet,Germany,1,2,252
6/29/2023,5637,326,7,Social,Organic Search,,Tablet,Australia,1,0,0
6/26/2023,5638,294,1,Referral,Organic Search,,Tablet,USA,0,2,128
6/30/2023,5639,465,3,Organic,Social Media,Summer Sale,Mobile,India,1,2,144
6/4/2023,5640,159,6,Social,Social Media,,Desktop,Germany,1,3,189
6/9/2023,5641,475,9,Social,Referral,Summer Sale,Mobile,India,1,1,129
6/17/2023,5642,154,4,Referral,Social Media,,Desktop,France,0,3,153
6/29/2023,5643,575,1,Direct,Direct,Summer Sale,Desktop,Canada,0,0,0
6/12/2023,5644,411,2,Direct,Direct,Winter Campaign,Tablet,France,1,3,381
6/7/2023,5645,417,9,Direct,Referral,,Desktop,France,0,3,276
6/18/2023,5646,379,4,Organic,Social Media,Summer Sale,Tablet,France,0,3,204
6/14/2023,5647,429,3,Social,Organic Search,,Mobile,USA,1,3,420
6/3/2023,5648,537,7,Direct,Organic Search,Summer Sale,Tablet,USA,1,3,171
6/29/2023,5649,462,2,Direct,Organic Search,Summer Sale,Mobile,UK,1,1,53
6/11/2023,5650,467,1,Social,Organic Search,Spring Promo,Mobile,UK,1,3,387
6/12/2023,5651,134,10,Direct,Direct,Spring Promo,Tablet,India,0,1,144
6/30/2023,5652,393,9,Organic,Social Media,,Mobile,UK,1,3,270
6/20/2023,5653,190,6,Direct,Referral,Spring Promo,Desktop,Australia,1,1,143
6/21/2023,5654,105,9,Organic,Referral,,Mobile,USA,1,3,264
6/13/2023,5655,483,8,Direct,Social Media,Summer Sale,Mobile,UK,0,0,0
6/5/2023,5656,273,6,Social,Direct,Spring Promo,Desktop,India,1,3,246
6/1/2023,5657,454,9,Organic,Social Media,Winter Campaign,Mobile,UK,0,0,0
6/22/2023,5658,592,8,Organic,Social Media,Spring Promo,Mobile,Australia,1,3,360
6/29/2023,5659,123,1,Direct,Social Media,Winter Campaign,Desktop,Australia,1,3,321
6/30/2023,5660,221,2,Referral,Social Media,Summer Sale,Tablet,UK,0,3,192
6/14/2023,5661,240,10,Organic,Organic Search,Summer Sale,Desktop,France,1,1,149
6/25/2023,5662,229,5,Direct,Referral,Winter Campaign,Mobile,India,0,2,184
6/3/2023,5663,262,10,Referral,Referral,Summer Sale,Mobile,India,0,0,0
6/14/2023,5664,553,9,Referral,Organic Search,,Desktop,Germany,0,0,0
6/25/2023,5665,326,10,Direct,Organic Search,Winter Campaign,Desktop,Australia,0,1,92
6/13/2023,5666,344,9,Organic,Direct,Summer Sale,Tablet,USA,1,0,0
6/18/2023,5667,524,4,Referral,Referral,Spring Promo,Mobile,India,0,2,142
6/5/2023,5668,452,4,Social,Social Media,Summer Sale,Mobile,France,1,0,0
6/5/2023,5669,499,2,Referral,Social Media,,Tablet,France,0,1,63
6/20/2023,5670,305,10,Referral,Social Media,,Mobile,Canada,1,3,258
6/4/2023,5671,553,3,Direct,Organic Search,,Tablet,UK,1,3,285
6/16/2023,5672,63,6,Referral,Organic Search,Spring Promo,Mobile,India,0,2,106
6/8/2023,5673,374,10,Organic,Referral,Summer Sale,Mobile,Australia,0,1,122
6/15/2023,5674,459,10,Referral,Social Media,,Desktop,Canada,1,3,294
6/3/2023,5675,403,4,Direct,Social Media,Winter Campaign,Mobile,Australia,0,2,214
6/29/2023,5676,432,7,Referral,Referral,,Mobile,USA,0,0,0
6/7/2023,5677,304,4,Social,Social Media,Spring Promo,Tablet,France,1,2,118
6/21/2023,5678,302,2,Organic,Organic Search,Winter Campaign,Tablet,Canada,1,2,292
6/9/2023,5679,326,7,Social,Direct,Winter Campaign,Tablet,Canada,1,0,0
6/11/2023,5680,325,3,Social,Direct,Summer Sale,Mobile,France,1,3,276
6/23/2023,5681,567,10,Social,Referral,Spring Promo,Mobile,Canada,1,3,420
6/26/2023,5682,206,4,Direct,Organic Search,Winter Campaign,Tablet,France,1,2,152
6/4/2023,5683,324,8,Referral,Organic Search,Winter Campaign,Desktop,USA,0,0,0
6/13/2023,5684,555,7,Organic,Direct,,Desktop,USA,0,3,240
6/21/2023,5685,69,9,Organic,Social Media,Summer Sale,Tablet,USA,0,2,228
6/13/2023,5686,96,7,Organic,Referral,Spring Promo,Mobile,India,0,1,80
6/8/2023,5687,211,2,Organic,Social Media,Spring Promo,Mobile,Germany,0,3,186
6/29/2023,5688,599,5,Referral,Organic Search,Spring Promo,Mobile,Germany,1,1,119
6/23/2023,5689,196,3,Organic,Referral,,Mobile,Canada,1,3,270
6/16/2023,5690,500,6,Social,Social Media,Winter Campaign,Mobile,UK,1,3,438
6/30/2023,5691,148,1,Direct,Direct,,Mobile,USA,1,1,57
6/19/2023,5692,74,1,Social,Social Media,,Tablet,Canada,1,1,60
6/1/2023,5693,205,4,Organic,Organic Search,Winter Campaign,Tablet,India,1,2,276
6/9/2023,5694,367,3,Referral,Direct,Summer Sale,Tablet,Germany,1,0,0
6/19/2023,5695,171,1,Organic,Referral,Spring Promo,Desktop,UK,0,1,136
6/2/2023,5696,219,7,Organic,Social Media,Winter Campaign,Mobile,India,0,1,140
6/22/2023,5697,157,2,Social,Organic Search,Spring Promo,Mobile,UK,1,2,220
6/16/2023,5698,61,8,Direct,Referral,Winter Campaign,Desktop,Canada,0,1,85
6/18/2023,5699,485,8,Referral,Social Media,Spring Promo,Desktop,Canada,0,0,0
6/20/2023,5700,592,7,Referral,Organic Search,Summer Sale,Desktop,Germany,1,2,166
6/3/2023,5701,261,2,Referral,Referral,,Tablet,France,1,0,0
6/28/2023,5702,588,3,Social,Referral,Spring Promo,Tablet,UK,1,2,182
6/9/2023,5703,131,8,Direct,Social Media,,Tablet,India,1,0,0
6/7/2023,5704,378,6,Direct,Referral,Spring Promo,Desktop,India,0,0,0
6/17/2023,5705,466,1,Direct,Direct,Spring Promo,Mobile,USA,1,2,180
6/29/2023,5706,308,1,Organic,Direct,Spring Promo,Tablet,France,1,2,166
6/16/2023,5707,504,2,Organic,Social Media,,Mobile,India,0,0,0
6/27/2023,5708,220,8,Direct,Social Media,Spring Promo,Desktop,India,0,3,306
6/25/2023,5709,578,8,Referral,Referral,,Mobile,France,1,3,369
6/17/2023,5710,597,1,Organic,Organic Search,,Desktop,Germany,1,2,252
6/18/2023,5711,135,9,Organic,Direct,Summer Sale,Mobile,USA,1,0,0
6/25/2023,5712,522,9,Referral,Social Media,Spring Promo,Tablet,UK,0,2,208
6/8/2023,5713,361,1,Organic,Referral,,Desktop,Canada,1,3,357
6/1/2023,5714,430,4,Referral,Direct,Spring Promo,Desktop,India,1,0,0
6/8/2023,5715,270,2,Social,Referral,Summer Sale,Tablet,India,1,3,270
6/20/2023,5716,122,7,Referral,Direct,,Tablet,Australia,1,2,222
6/12/2023,5717,189,7,Direct,Organic Search,Summer Sale,Tablet,Germany,0,3,210
6/29/2023,5718,550,10,Organic,Direct,,Mobile,UK,0,2,260
6/30/2023,5719,525,4,Direct,Social Media,,Mobile,USA,0,0,0
6/1/2023,5720,389,7,Referral,Referral,Winter Campaign,Desktop,Germany,1,3,348
6/28/2023,5721,450,1,Social,Social Media,Winter Campaign,Desktop,Canada,1,2,230
6/1/2023,5722,474,7,Social,Social Media,,Desktop,Canada,0,1,63
6/23/2023,5723,500,6,Referral,Referral,,Tablet,India,1,1,54
6/5/2023,5724,187,6,Social,Social Media,Spring Promo,Desktop,India,0,3,309
6/28/2023,5725,282,4,Social,Organic Search,,Mobile,UK,0,0,0
6/2/2023,5726,264,6,Social,Direct,Summer Sale,Mobile,France,0,3,336
6/6/2023,5727,524,3,Social,Social Media,,Tablet,UK,1,2,188
6/1/2023,5728,122,2,Social,Referral,,Tablet,Australia,0,2,206
6/28/2023,5729,196,5,Direct,Social Media,Spring Promo,Desktop,USA,0,3,285
6/25/2023,5730,75,9,Referral,Social Media,Summer Sale,Mobile,UK,0,1,55
6/15/2023,5731,144,1,Direct,Organic Search,,Tablet,France,1,1,102
6/3/2023,5732,295,5,Direct,Referral,Summer Sale,Tablet,Australia,0,3,279
6/10/2023,5733,374,6,Referral,Organic Search,Summer Sale,Mobile,Australia,0,3,387
6/30/2023,5734,189,7,Organic,Direct,Spring Promo,Mobile,France,0,1,86
6/15/2023,5735,132,5,Social,Organic Search,,Desktop,UK,0,3,162
6/9/2023,5736,491,8,Referral,Referral,,Tablet,France,0,2,224
6/25/2023,5737,421,1,Organic,Direct,Summer Sale,Desktop,UK,0,3,282
6/25/2023,5738,157,6,Direct,Organic Search,Spring Promo,Tablet,USA,1,1,68
6/3/2023,5739,317,5,Referral,Social Media,Winter Campaign,Mobile,UK,1,2,188
6/30/2023,5740,120,5,Referral,Referral,Spring Promo,Tablet,Germany,1,3,204
6/29/2023,5741,550,8,Direct,Organic Search,Winter Campaign,Mobile,USA,0,1,91
6/15/2023,5742,394,9,Direct,Organic Search,Spring Promo,Mobile,France,0,0,0
6/17/2023,5743,482,7,Organic,Social Media,Spring Promo,Tablet,India,0,0,0
6/24/2023,5744,194,3,Referral,Organic Search,,Tablet,UK,1,0,0
6/3/2023,5745,209,3,Organic,Direct,Spring Promo,Desktop,India,0,1,140
6/23/2023,5746,427,5,Referral,Referral,Summer Sale,Tablet,UK,0,0,0
6/3/2023,5747,489,7,Direct,Direct,Summer Sale,Tablet,Canada,1,2,222
6/28/2023,5748,276,6,Referral,Referral,,Tablet,UK,0,2,140
6/28/2023,5749,255,10,Social,Organic Search,Summer Sale,Desktop,Germany,0,1,108
6/15/2023,5750,449,6,Organic,Referral,,Mobile,UK,1,0,0
6/19/2023,5751,541,5,Direct,Social Media,Winter Campaign,Mobile,USA,0,3,399
6/16/2023,5752,385,9,Direct,Social Media,Winter Campaign,Mobile,Germany,1,0,0
6/2/2023,5753,93,3,Referral,Social Media,Winter Campaign,Desktop,Australia,1,3,393
6/25/2023,5754,354,6,Referral,Social Media,,Mobile,India,1,1,89
6/27/2023,5755,300,4,Direct,Direct,Summer Sale,Tablet,Germany,0,1,109
6/23/2023,5756,338,2,Social,Social Media,,Desktop,Canada,0,2,176
6/9/2023,5757,264,10,Social,Social Media,Winter Campaign,Tablet,Germany,0,0,0
6/27/2023,5758,287,7,Referral,Organic Search,Winter Campaign,Mobile,Germany,1,3,429
6/19/2023,5759,582,7,Referral,Organic Search,Winter Campaign,Desktop,France,0,3,186
6/23/2023,5760,480,9,Direct,Referral,Summer Sale,Desktop,India,0,2,230
6/17/2023,5761,357,8,Referral,Direct,,Desktop,Germany,1,1,117
6/29/2023,5762,212,6,Direct,Referral,,Tablet,UK,0,1,80
6/6/2023,5763,157,7,Direct,Social Media,Spring Promo,Tablet,Canada,1,1,91
6/12/2023,5764,432,9,Organic,Organic Search,Winter Campaign,Mobile,UK,0,2,152
6/27/2023,5765,188,2,Direct,Organic Search,Summer Sale,Mobile,USA,1,3,177
6/20/2023,5766,233,9,Organic,Organic Search,Spring Promo,Tablet,Germany,1,2,210
6/25/2023,5767,448,7,Direct,Social Media,Spring Promo,Mobile,France,0,3,294
6/12/2023,5768,476,5,Direct,Direct,,Mobile,France,1,2,282
6/22/2023,5769,266,3,Organic,Referral,Winter Campaign,Tablet,Canada,1,1,62
6/28/2023,5770,430,7,Social,Referral,,Mobile,France,1,3,411
6/14/2023,5771,259,3,Organic,Direct,Winter Campaign,Tablet,India,1,3,159
6/23/2023,5772,199,5,Social,Organic Search,Summer Sale,Tablet,Canada,0,0,0
6/16/2023,5773,123,8,Direct,Referral,Summer Sale,Desktop,Germany,1,0,0
6/14/2023,5774,460,3,Social,Social Media,Spring Promo,Mobile,India,1,2,102
6/14/2023,5775,593,6,Referral,Direct,Spring Promo,Mobile,UK,1,1,82
6/17/2023,5776,431,6,Social,Direct,,Mobile,UK,1,3,378
6/18/2023,5777,107,2,Organic,Organic Search,,Tablet,India,1,0,0
6/6/2023,5778,389,2,Referral,Referral,,Desktop,USA,1,3,393
6/16/2023,5779,160,7,Direct,Organic Search,Spring Promo,Tablet,Canada,0,1,98
6/17/2023,5780,297,2,Referral,Direct,,Desktop,Canada,1,2,210
6/4/2023,5781,269,7,Organic,Referral,Summer Sale,Mobile,Germany,0,0,0
6/3/2023,5782,327,2,Organic,Organic Search,,Mobile,India,0,1,67
6/8/2023,5783,336,8,Social,Organic Search,,Desktop,USA,0,3,156
6/14/2023,5784,506,5,Organic,Social Media,Winter Campaign,Mobile,USA,1,3,288
6/8/2023,5785,168,10,Referral,Direct,Winter Campaign,Tablet,UK,0,2,282
6/25/2023,5786,371,4,Direct,Social Media,Summer Sale,Mobile,Canada,0,0,0
6/22/2023,5787,212,8,Social,Direct,,Desktop,UK,0,1,141
6/29/2023,5788,84,4,Referral,Organic Search,Summer Sale,Mobile,UK,1,2,166
6/10/2023,5789,224,6,Referral,Direct,Winter Campaign,Desktop,Australia,1,3,225
6/19/2023,5790,179,9,Referral,Organic Search,Winter Campaign,Desktop,Germany,1,1,120
6/15/2023,5791,297,3,Referral,Social Media,Winter Campaign,Desktop,UK,1,0,0
6/3/2023,5792,132,2,Organic,Direct,Summer Sale,Tablet,India,0,0,0
6/7/2023,5793,235,10,Referral,Direct,Winter Campaign,Mobile,Australia,0,2,104
6/11/2023,5794,178,7,Organic,Referral,,Tablet,Canada,1,1,99
6/26/2023,5795,362,1,Direct,Direct,Spring Promo,Mobile,UK,1,2,280
6/14/2023,5796,354,2,Referral,Social Media,Winter Campaign,Desktop,France,1,3,444
6/13/2023,5797,282,5,Referral,Social Media,,Mobile,India,0,3,312
6/8/2023,5798,392,5,Organic,Social Media,,Desktop,Canada,0,1,123
6/14/2023,5799,406,1,Social,Direct,Winter Campaign,Desktop,USA,1,2,176
6/25/2023,5800,253,8,Referral,Referral,Summer Sale,Mobile,France,0,1,80
6/12/2023,5801,231,10,Referral,Organic Search,Spring Promo,Desktop,Canada,1,0,0
6/6/2023,5802,262,5,Direct,Social Media,Spring Promo,Desktop,Canada,1,2,220
6/25/2023,5803,573,2,Organic,Organic Search,Winter Campaign,Desktop,India,1,3,267
6/16/2023,5804,312,3,Direct,Referral,Summer Sale,Mobile,USA,0,2,268
6/16/2023,5805,574,6,Social,Referral,Spring Promo,Mobile,France,1,0,0
6/27/2023,5806,234,3,Referral,Direct,Summer Sale,Desktop,Germany,0,0,0
6/15/2023,5807,579,6,Social,Direct,Spring Promo,Desktop,Germany,0,0,0
6/7/2023,5808,576,1,Referral,Organic Search,Summer Sale,Desktop,Australia,0,1,133
6/18/2023,5809,149,4,Referral,Organic Search,Spring Promo,Tablet,UK,1,1,134
6/27/2023,5810,572,10,Social,Direct,,Tablet,USA,1,3,318
6/28/2023,5811,231,6,Referral,Organic Search,,Desktop,USA,0,3,180
6/4/2023,5812,210,10,Social,Referral,,Desktop,UK,0,2,102
6/17/2023,5813,265,2,Direct,Direct,Summer Sale,Tablet,India,0,0,0
6/17/2023,5814,344,4,Organic,Referral,Winter Campaign,Desktop,Australia,1,0,0
6/7/2023,5815,446,3,Referral,Referral,,Desktop,Canada,1,3,228
6/29/2023,5816,421,2,Referral,Direct,,Desktop,France,1,1,125
6/19/2023,5817,326,8,Direct,Social Media,,Tablet,UK,0,1,146
6/10/2023,5818,173,9,Social,Referral,,Desktop,USA,0,2,160
6/3/2023,5819,497,5,Organic,Direct,,Tablet,France,1,3,306
6/16/2023,5820,130,5,Social,Organic Search,Summer Sale,Tablet,India,1,1,115
6/13/2023,5821,73,5,Organic,Organic Search,,Mobile,Australia,0,0,0
6/7/2023,5822,89,2,Referral,Social Media,Summer Sale,Desktop,India,1,1,122
6/24/2023,5823,579,2,Referral,Direct,Spring Promo,Mobile,France,0,2,262
6/1/2023,5824,370,8,Social,Organic Search,,Mobile,UK,1,2,236
6/15/2023,5825,239,9,Organic,Social Media,,Desktop,Canada,1,0,0
6/12/2023,5826,396,3,Direct,Referral,Summer Sale,Tablet,USA,1,3,279
6/26/2023,5827,300,3,Social,Organic Search,Spring Promo,Tablet,Germany,0,3,393
6/13/2023,5828,264,8,Direct,Organic Search,Summer Sale,Mobile,UK,0,1,110
6/26/2023,5829,369,10,Referral,Organic Search,Spring Promo,Desktop,Canada,0,1,136
6/26/2023,5830,126,1,Organic,Social Media,Winter Campaign,Desktop,Canada,1,0,0
6/10/2023,5831,405,7,Social,Referral,,Desktop,UK,0,3,354
6/4/2023,5832,80,7,Direct,Social Media,Winter Campaign,Tablet,India,0,1,125
6/8/2023,5833,329,5,Social,Direct,Spring Promo,Mobile,Germany,0,3,429
6/1/2023,5834,206,1,Organic,Direct,Winter Campaign,Tablet,Australia,1,0,0
6/15/2023,5835,597,4,Social,Direct,Summer Sale,Desktop,UK,1,0,0
6/15/2023,5836,275,7,Direct,Referral,Summer Sale,Desktop,India,0,0,0
6/19/2023,5837,507,3,Direct,Organic Search,,Tablet,Germany,1,3,345
6/16/2023,5838,250,7,Organic,Direct,Winter Campaign,Mobile,USA,0,0,0
6/2/2023,5839,423,9,Direct,Organic Search,Summer Sale,Tablet,Germany,0,2,266
6/24/2023,5840,531,9,Organic,Social Media,,Desktop,Canada,1,3,315
6/19/2023,5841,460,8,Organic,Direct,Spring Promo,Desktop,France,1,3,348
6/3/2023,5842,240,2,Social,Organic Search,Winter Campaign,Tablet,France,0,3,195
6/2/2023,5843,373,2,Referral,Direct,Winter Campaign,Mobile,UK,1,0,0
6/29/2023,5844,424,9,Referral,Organic Search,,Mobile,Germany,0,1,60
6/25/2023,5845,399,4,Direct,Direct,,Tablet,India,0,1,128
6/20/2023,5846,577,10,Organic,Social Media,Winter Campaign,Tablet,USA,1,1,89
6/26/2023,5847,135,2,Direct,Referral,Spring Promo,Tablet,India,1,3,168
6/19/2023,5848,96,8,Organic,Social Media,Spring Promo,Desktop,India,0,0,0
6/3/2023,5849,539,2,Direct,Direct,Winter Campaign,Tablet,Australia,1,1,141
6/11/2023,5850,81,2,Direct,Organic Search,,Mobile,India,1,1,112
6/8/2023,5851,378,9,Organic,Organic Search,Summer Sale,Tablet,USA,1,3,426
6/20/2023,5852,550,9,Referral,Referral,,Tablet,Australia,1,0,0
6/19/2023,5853,302,2,Direct,Direct,Summer Sale,Mobile,UK,0,2,220
6/8/2023,5854,526,4,Referral,Social Media,,Tablet,India,0,2,168
6/22/2023,5855,550,8,Direct,Direct,Summer Sale,Mobile,Canada,1,3,408
6/9/2023,5856,348,6,Social,Referral,,Mobile,Germany,0,1,141
6/24/2023,5857,153,5,Organic,Direct,Winter Campaign,Tablet,Australia,0,0,0
6/24/2023,5858,427,9,Direct,Referral,Spring Promo,Desktop,Canada,1,2,278
6/22/2023,5859,157,8,Social,Referral,Winter Campaign,Mobile,France,0,2,172
6/25/2023,5860,196,1,Referral,Direct,Winter Campaign,Tablet,Australia,0,0,0
6/25/2023,5861,337,10,Organic,Organic Search,,Mobile,USA,0,2,298
6/29/2023,5862,342,5,Social,Direct,Summer Sale,Mobile,Germany,1,0,0
6/8/2023,5863,167,4,Direct,Organic Search,Spring Promo,Mobile,France,1,0,0
6/12/2023,5864,337,1,Organic,Referral,Summer Sale,Mobile,Australia,1,2,284
6/29/2023,5865,129,3,Referral,Social Media,,Mobile,France,0,0,0
6/16/2023,5866,67,1,Organic,Referral,Spring Promo,Desktop,USA,0,3,264
6/7/2023,5867,430,1,Organic,Direct,Spring Promo,Tablet,Germany,1,3,153
6/29/2023,5868,507,5,Referral,Organic Search,Winter Campaign,Desktop,UK,1,0,0
6/16/2023,5869,334,9,Social,Direct,Spring Promo,Desktop,UK,1,1,66
6/27/2023,5870,358,7,Organic,Referral,Summer Sale,Tablet,Germany,1,1,116
6/17/2023,5871,321,3,Social,Organic Search,Spring Promo,Tablet,Canada,1,1,98
6/25/2023,5872,345,9,Direct,Referral,Spring Promo,Tablet,Germany,0,2,104
6/18/2023,5873,358,1,Direct,Direct,Winter Campaign,Desktop,UK,0,1,131
6/18/2023,5874,266,1,Social,Referral,Winter Campaign,Tablet,USA,0,2,234
6/18/2023,5875,268,1,Direct,Organic Search,,Mobile,India,1,1,129
6/7/2023,5876,104,6,Social,Direct,,Mobile,France,1,2,288
6/19/2023,5877,449,3,Organic,Direct,,Desktop,USA,1,0,0
6/12/2023,5878,226,5,Direct,Direct,Winter Campaign,Mobile,Germany,0,1,67
6/22/2023,5879,276,1,Organic,Direct,Spring Promo,Tablet,UK,0,2,146
6/25/2023,5880,532,4,Referral,Social Media,Winter Campaign,Desktop,France,0,1,111
6/22/2023,5881,175,10,Social,Referral,,Tablet,Canada,0,2,230
6/15/2023,5882,556,4,Referral,Direct,,Desktop,USA,1,0,0
6/26/2023,5883,587,10,Direct,Direct,Summer Sale,Mobile,Australia,0,2,266
6/21/2023,5884,261,7,Direct,Direct,Spring Promo,Desktop,Germany,1,0,0
6/5/2023,5885,431,5,Direct,Organic Search,,Mobile,USA,1,3,309
